"sent_n","ISO_language","coll","best","dstar","q1","q2","type","sent_numb","omega"
"28","fra","PSUD","4","4","0.6634","0.1941","3-4",33,0.934136291760754
"28","fra","PUD","4","6","0.4914","0.1733","3-4",33,0.909108736934878
"28","hin","PSUD","7","4","0.7358","0.1582","6-7",27,0.820813907810357
"28","hin","PUD","4","4","0.5951","0.1294","3-4",27,0.810537604089112
"28","ind","PSUD","5","3","0.7267","0.2468","5",18,0.932910615405929
"28","ind","PUD","6","13","0.6452","0.2564","6-7",18,0.913330280377797
"28","isl","PSUD","5","3","0.7211","0.264","5",10,0.941628024657851
"28","isl","PUD","3","4","0.5341","0.2415","3-4",10,0.899013812014179
"28","ita","PSUD","3","4","0.6511","0.2092","3-4",21,0.930260017858741
"28","ita","PUD","3","6","0.4964","0.1775","3-4",21,0.905241244640086
"28","jpn","PSUD","7","9","0.7033","0.1163","6-7",52,0.846914132127049
"28","jpn","PUD","4","7","0.5142","0.0404","3-4",52,0.861658799713693
"28","kor","PSUD","5","3","0.7221","0.153","5",6,0.798110312041003
"28","kor","PUD","5","3","0.6881","0.1651","5",6,0.799515974001421
"28","pol","PSUD","5","4","0.6504","0.1793","5",9,0.905926757467657
"28","pol","PUD","5","4","0.5996","0.1762","5",9,0.873328858755541
"28","por","PSUD","3","3","0.6862","0.2505","3-4",25,0.916279760623865
"28","por","PUD","3","5","0.481","0.2145","3-4",25,0.885043825924927
"28","rus","PSUD","5","3","0.7053","0.2381","5",18,0.917147507060042
"28","rus","PUD","4","5","0.522","0.1765","3-4",18,0.902309707150064
"28","spa","PSUD","4","5","0.6139","0.1344","3-4",29,0.927253344871132
"28","spa","PUD","4","6","0.5023","0.144","3-4",29,0.904844841629249
"28","swe","PSUD","3","5","0.5755","0.2046","3-4",20,0.928126325453049
"28","swe","PUD","3","7","0.4223","0.2052","3-4",20,0.886775401723141
"28","tha","PSUD","5","2","0.8557","0.2665","5",29,0.913553295316829
"28","tha","PUD","5","3","0.6734","0.2295","5",29,0.904214977420079
"28","tur","PSUD","4","6","0.5963","0.001","3-4",5,0.758267797472331
"28","tur","PUD","7","9","0.5945","0.0913","6-7",5,0.758992620042239
"28","zho","PSUD","5","3","0.6457","0.1749","5",25,0.776258293381521
"28","zho","PUD","7","9","0.503","0.1726","6-7",25,0.779555652021561
"29","ara","PSUD","5","3","0.7605","0.2094","5",30,0.928853342902155
"29","ara","PUD","5","4","0.6509","0.1697","5",30,0.916681376421492
"29","ces","PSUD","5","5","0.5873","0.1726","5",13,0.916426976927905
"29","ces","PUD","4","7","0.4842","0.0903","3-4",13,0.900184029933788
"29","deu","PSUD","6","13","0.5312","0.2015","6-7",24,0.837465676694291
"29","deu","PUD","4","5","0.4448","0.1847","3-4",24,0.829519210182859
"29","eng","PSUD","3","5","0.6119","0.1732","3-4",22,0.933479105049883
"29","eng","PUD","3","6","0.4699","0.2097","3-4",22,0.907228809410307
"29","fin","PSUD","5","3","0.6751","0.2991","5",5,0.943527868709224
"29","fin","PUD","5","3","0.5995","0.2958","5",5,0.928312917034428
"29","fra","PSUD","4","5","0.6169","0.1439","3-4",24,0.933987979239664
"29","fra","PUD","3","5","0.5085","0.2031","3-4",24,0.906867893241481
"29","hin","PSUD","7","4","0.7473","0.1405","6-7",21,0.800414203404841
"29","hin","PUD","7","5","0.7018","0.1509","6-7",21,0.804362073722267
"29","ind","PSUD","5","3","0.7552","0.2437","5",12,0.946611366043074
"29","ind","PUD","3","4","0.5999","0.244","3-4",12,0.940133110821625
"29","isl","PSUD","3","4","0.6605","0.1981","3-4",20,0.933143690115577
"29","isl","PUD","3","4","0.5437","0.2367","3-4",20,0.908910841021682
"29","ita","PSUD","3","4","0.655","0.2107","3-4",31,0.939856647005997
"29","ita","PUD","4","6","0.5001","0.1848","3-4",31,0.925740140829349
"29","jpn","PSUD","7","10","0.693","0.1238","6-7",42,0.859750108894132
"29","jpn","PUD","4","6","0.5366","0.0899","3-4",42,0.879518681055752
"29","kor","PSUD","7","12","0.5837","0.1047","6-7",9,0.803154745660468
"29","kor","PUD","7","13","0.5698","0.109","6-7",9,0.799222117068008
"29","pol","PSUD","5","3","0.7177","0.2587","5",11,0.937204278741063
"29","pol","PUD","6","5","0.532","0.2268","6-7",11,0.929194841300704
"29","por","PSUD","4","4","0.6351","0.2065","3-4",23,0.932795032995833
"29","por","PUD","4","6","0.4697","0.1919","3-4",23,0.906756974728382
"29","rus","PSUD","3","4","0.6356","0.1828","3-4",11,0.897584310510624
"29","rus","PUD","3","5","0.5434","0.1767","3-4",11,0.897004006278586
"29","spa","PSUD","4","5","0.6004","0.1606","3-4",26,0.927200622807125
"29","spa","PUD","3","6","0.4794","0.2013","3-4",26,0.91337962810003
"29","swe","PSUD","5","4","0.6217","0.2142","5",11,0.923435918429108
"29","swe","PUD","3","5","0.4913","0.2057","3-4",11,0.892297852898646
"29","tha","PSUD","6","4","0.8354","0.2847","6-7",27,0.921624421530802
"29","tha","PUD","6","7","0.6425","0.2493","6-7",27,0.913757426577952
"29","tur","PSUD","5","3","0.7047","0.1736","5",4,0.83955264907027
"29","tur","PUD","5","3","0.6999","0.1627","5",4,0.824290901603468
"29","zho","PSUD","5","4","0.5684","0.1622","5",14,0.805355233682806
"29","zho","PUD","5","5","0.4872","0.1632","5",14,0.829709788542566
"3","ara","PSUD",NA,NA,NA,NA,NA,NA,4.99997499991967e-06
"3","ara","PUD",NA,NA,NA,NA,NA,NA,4.99997499991967e-06
"3","ces","PSUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","ces","PUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","fin","PSUD",NA,NA,NA,NA,NA,NA,0.25000374998125
"3","fin","PUD",NA,NA,NA,NA,NA,NA,0.25000374998125
"3","ind","PSUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","ind","PUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","isl","PSUD",NA,NA,NA,NA,NA,NA,1
"3","isl","PUD",NA,NA,NA,NA,NA,NA,0.25000374998125
"3","ita","PSUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","ita","PUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","kor","PSUD",NA,NA,NA,NA,NA,NA,4.99997499991967e-06
"3","kor","PUD",NA,NA,NA,NA,NA,NA,4.99997499991967e-06
"3","pol","PSUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","pol","PUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","rus","PSUD",NA,NA,NA,NA,NA,NA,-0.124994375028125
"3","rus","PUD",NA,NA,NA,NA,NA,NA,-0.124994375028125
"3","spa","PSUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","spa","PUD",NA,NA,NA,NA,NA,NA,-0.4999925000375
"3","tur","PSUD",NA,NA,NA,NA,NA,NA,-0.24999375003125
"3","tur","PUD",NA,NA,NA,NA,NA,NA,-0.24999375003125
"3","zho","PSUD",NA,NA,NA,NA,NA,NA,1
"3","zho","PUD",NA,NA,NA,NA,NA,NA,1
"30","ara","PSUD","5","3","0.7458","0.2266","5",15,0.936302256922174
"30","ara","PUD","5","3","0.6922","0.2256","5",15,0.919431908000551
"30","ces","PSUD","4","8","0.4723","0.0118","3-4",5,0.918435061962458
"30","ces","PUD","1","3","0.4593","0.3082","1",5,0.890673237737926
"30","deu","PSUD","3","3","0.6104","0.2093","3-4",17,0.829415925119797
"30","deu","PUD","4","4","0.5047","0.178","3-4",17,0.812692785969696
"30","eng","PSUD","3","4","0.603","0.2515","3-4",20,0.934926896256078
"30","eng","PUD","4","6","0.4572","0.2093","3-4",20,0.910070475539621
"30","fin","PSUD","5","4","0.5941","0.1993","5",4,0.901112750638725
"30","fin","PUD","5","4","0.558","0.1931","5",4,0.876926390709366
"30","fra","PSUD","3","4","0.6441","0.2339","3-4",27,0.949388263815494
"30","fra","PUD","3","6","0.4849","0.2098","3-4",27,0.925281033770906
"30","hin","PSUD","7","4","0.7462","0.1445","6-7",31,0.817570024213789
"30","hin","PUD","7","6","0.5945","0.1364","6-7",31,0.810672405905441
"30","ind","PSUD","7","8","0.6908","0.1459","6-7",12,0.910264139165025
"30","ind","PUD","5","5","0.5567","0.1636","5",12,0.908172543470968
"30","isl","PSUD","3","4","0.6312","0.2266","3-4",13,0.942093090353755
"30","isl","PUD","4","7","0.469","0.137","3-4",13,0.918734341649631
"30","ita","PSUD","4","5","0.6016","0.1456","3-4",21,0.937428920315252
"30","ita","PUD","3","5","0.5103","0.2109","3-4",21,0.916034071965115
"30","jpn","PSUD","7","12","0.7043","0.1144","6-7",43,0.860201809144098
"30","jpn","PUD","4","8","0.4979","0.0164","3-4",43,0.871081979954504
"30","kor","PSUD","5","3","0.6998","0.1793","5",3,0.842769771409877
"30","kor","PUD","5","3","0.6495","0.1934","5",3,0.836731808487165
"30","pol","PSUD","5","4","0.6195","0.2094","5",9,0.925007590413511
"30","pol","PUD","3","4","0.5615","0.2171","3-4",9,0.9063784275578
"30","por","PSUD","3","4","0.6382","0.2117","3-4",25,0.933519346627995
"30","por","PUD","4","5","0.5077","0.2098","3-4",25,0.91409065107621
"30","rus","PSUD","5","3","0.7058","0.2302","5",6,0.919880732930563
"30","rus","PUD","3","4","0.5502","0.2315","3-4",6,0.91247611306066
"30","spa","PSUD","4","4","0.6475","0.2043","3-4",17,0.940660060713628
"30","spa","PUD","4","6","0.4833","0.1831","3-4",17,0.91965156597656
"30","swe","PSUD","3","4","0.6282","0.2046","3-4",12,0.922937591775895
"30","swe","PUD","3","5","0.4892","0.2227","3-4",12,0.913639560423713
"30","tha","PSUD","7","4","0.7291","0.2412","6-7",21,0.939654606397204
"30","tha","PUD","6","14","0.6807","0.2477","6-7",21,0.934339189400665
"30","tur","PSUD","5","3","0.676","0.2001","5",11,0.864568565884875
"30","tur","PUD","5","3","0.6746","0.1806","5",11,0.843525798745916
"30","zho","PSUD","5","3","0.6343","0.2136","5",9,0.848485609815767
"30","zho","PUD","5","3","0.5783","0.2347","5",9,0.863424718391121
"31","ara","PSUD","6","3","0.748","0.2163","6-7",14,0.934753519694179
"31","ara","PUD","5","3","0.6686","0.2294","5",14,0.915744597377327
"31","ces","PSUD","5","3","0.6651","0.2338","5",5,0.897190364247899
"31","ces","PUD","5","4","0.5431","0.218","5",5,0.889679907985552
"31","deu","PSUD","3","3","0.5849","0.2156","3-4",18,0.836025103463979
"31","deu","PUD","3","4","0.4927","0.1937","3-4",18,0.832470830669108
"31","eng","PSUD","4","6","0.5542","0.1241","3-4",12,0.923566697382874
"31","eng","PUD","4","8","0.4413","0.0951","3-4",12,0.883518262169631
"31","fin","PSUD","1","4","0.5715","0.3112","1",1,0.948148148148148
"31","fin","PUD","5","4","0.5484","0.2527","5",1,0.931558935361217
"31","fra","PSUD","4","5","0.6289","0.1047","3-4",13,0.940902897847646
"31","fra","PUD","4","7","0.4756","0.0948","3-4",13,0.914364324558351
"31","hin","PSUD","7","3","0.7407","0.1494","6-7",23,0.82923684687402
"31","hin","PUD","4","4","0.5824","0.1437","3-4",23,0.835663922906312
"31","ind","PSUD","5","4","0.633","0.1925","5",8,0.920400658906979
"31","ind","PUD","5","3","0.6629","0.2084","5",8,0.894971066825153
"31","isl","PSUD","3","5","0.6598","0.1238","3-4",6,0.937855182219826
"31","isl","PUD","3","6","0.494","0.1677","3-4",6,0.908052031314376
"31","ita","PSUD","3","4","0.6264","0.2102","3-4",24,0.932094148390041
"31","ita","PUD","4","8","0.4388","0.137","3-4",24,0.912829328826591
"31","jpn","PSUD","7","11","0.6811","0.1249","6-7",30,0.86127092581881
"31","jpn","PUD","4","7","0.4983","0.0646","3-4",30,0.874063470438125
"31","kor","PSUD","7","8","0.6762","0.1046","6-7",5,0.804174379416954
"31","kor","PUD","7","9","0.5863","0.0966","6-7",5,0.797650414344837
"31","pol","PSUD","3","4","0.6488","0.2113","3-4",6,0.949044128630872
"31","pol","PUD","5","4","0.5967","0.2088","5",6,0.929448686008639
"31","por","PSUD","3","4","0.6323","0.2243","3-4",15,0.936800489111441
"31","por","PUD","3","6","0.4735","0.2183","3-4",15,0.923776127451592
"31","rus","PSUD","5","4","0.6579","0.1902","5",10,0.934337366011224
"31","rus","PUD","3","4","0.5795","0.2245","3-4",10,0.922732314567597
"31","spa","PSUD","3","4","0.6443","0.2207","3-4",21,0.944209662548034
"31","spa","PUD","3","5","0.4988","0.2357","3-4",21,0.9242026905594
"31","swe","PSUD","3","5","0.59","0.1867","3-4",8,0.933461247590167
"31","swe","PUD","3","5","0.4718","0.2157","3-4",8,0.903855254397657
"31","tha","PSUD","6","3","0.7113","0.2331","6-7",34,0.927664964915778
"31","tha","PUD","6","6","0.6475","0.2505","6-7",34,0.929977835603257
"31","tur","PSUD","4","3","0.7619","0.068","3-4",3,0.610039469457066
"31","tur","PUD","7","7","0.7192","0.0969","6-7",3,0.579801922937902
"31","zho","PSUD","5","3","0.6236","0.1843","5",17,0.802494503652834
"31","zho","PUD","7","8","0.4636","0.1635","6-7",17,0.82303449727119
"32","ara","PSUD","5","2","0.825","0.3467","5",5,0.958011480193443
"32","ara","PUD","5","3","0.6661","0.2868","5",5,0.954330543211772
"32","ces","PSUD","4","7","0.5245","0.001","3-4",3,0.906417535513633
"32","ces","PUD","4","6","0.5022","0.1079","3-4",3,0.885434878751431
"32","deu","PSUD","3","5","0.4965","0.1944","3-4",6,0.883075139637398
"32","deu","PUD","4","6","0.4681","0.1212","3-4",6,0.854083014875421
"32","eng","PSUD","3","6","0.5449","0.1642","3-4",9,0.937395984769215
"32","eng","PUD","3","6","0.4725","0.1892","3-4",9,0.914830123019499
"32","fin","PSUD","5","2","0.7768","0.2381","5",1,0.866666666666667
"32","fin","PUD","5","6","0.4145","0.1605","5",1,0.822695035460993
"32","fra","PSUD","4","4","0.6828","0.155","3-4",16,0.936318215555827
"32","fra","PUD","3","6","0.4903","0.1658","3-4",16,0.911673157955255
"32","hin","PSUD","7","4","0.7492","0.1434","6-7",20,0.835110305509739
"32","hin","PUD","4","4","0.6122","0.1221","3-4",20,0.823364224526698
"32","ind","PSUD","5","3","0.7097","0.2367","5",8,0.938083995361748
"32","ind","PUD","3","4","0.572","0.2151","3-4",8,0.925501163944919
"32","isl","PSUD","5","2","0.7804","0.3775","5",5,0.958857317495876
"32","isl","PUD","4","8","0.4596","0.0157","3-4",5,0.931391396263953
"32","ita","PSUD","3","4","0.645","0.2029","3-4",18,0.937711194134432
"32","ita","PUD","3","5","0.5042","0.2135","3-4",18,0.920416756676822
"32","jpn","PSUD","7","8","0.7108","0.1075","6-7",21,0.863471161053799
"32","jpn","PUD","4","7","0.513","0.0476","3-4",21,0.874920868207702
"32","kor","PSUD","5","3","0.6606","0.1638","5",2,0.803508771929825
"32","kor","PUD","5","4","0.5535","0.1305","5",2,0.755245743655638
"32","pol","PSUD","3","4","0.7064","0.1209","3-4",3,0.904646736534255
"32","pol","PUD","5","8","0.5101","0.0691","5",3,0.891768442824781
"32","por","PSUD","3","4","0.6473","0.1921","3-4",13,0.931965640732863
"32","por","PUD","4","5","0.5196","0.1645","3-4",13,0.902528034180947
"32","rus","PSUD","5","4","0.6701","0.1716","5",9,0.928201860251565
"32","rus","PUD","3","5","0.5498","0.1761","3-4",9,0.915767245806681
"32","spa","PSUD","3","4","0.6462","0.1754","3-4",16,0.916766020523512
"32","spa","PUD","3","5","0.502","0.185","3-4",16,0.892614882638348
"32","swe","PSUD","5","5","0.5933","0.1724","5",7,0.93234813611016
"32","swe","PUD","3","6","0.4775","0.1799","3-4",7,0.908334735260831
"32","tha","PSUD","6","4","0.7207","0.2058","6-7",18,0.911724983614373
"32","tha","PUD","6","13","0.6805","0.2038","6-7",18,0.899508760933039
"32","tur","PSUD","5","3","0.7028","0.1622","5",3,0.837761824662582
"32","tur","PUD","5","4","0.5958","0.1465","5",3,0.839749149835474
"32","zho","PSUD","5","4","0.5722","0.141","5",10,0.785395310294368
"32","zho","PUD","5","4","0.5223","0.1629","5",10,0.808390115929317
"33","ara","PSUD","5","4","0.6839","0.1554","5",12,0.92582499083534
"33","ara","PUD","5","4","0.6255","0.1777","5",12,0.92092918799543
"33","ces","PSUD","5","4","0.6543","0.1747","5",3,0.92004568049601
"33","ces","PUD","3","6","0.4802","0.1591","3-4",3,0.889631261728189
"33","deu","PSUD","4","5","0.5316","0.0512","3-4",4,0.867204828167742
"33","deu","PUD","4","4","0.4925","0.1913","3-4",4,0.870183743632049
"33","eng","PSUD","5","4","0.6005","0.2268","5",6,0.932160651129738
"33","eng","PUD","3","3","0.5481","0.2585","3-4",6,0.897884669068988
"33","fin","PSUD","5","3","0.6946","0.2274","5",1,0.916038841723529
"33","fin","PUD","5","3","0.6749","0.2367","5",1,0.927790013358847
"33","fra","PSUD","4","5","0.625","0.1347","3-4",18,0.944253066579284
"33","fra","PUD","4","7","0.4759","0.1385","3-4",18,0.925282698645425
"33","hin","PSUD","7","4","0.7229","0.1515","6-7",13,0.841622316465297
"33","hin","PUD","5","4","0.5923","0.1409","5",13,0.848464603193724
"33","ind","PSUD","5","3","0.7066","0.2551","5",6,0.947495363236848
"33","ind","PUD","3","4","0.5464","0.2555","3-4",6,0.935371226870492
"33","isl","PSUD","5","3","0.7402","0.1759","5",1,0.901853978348988
"33","isl","PUD","5","4","0.528","0.1861","5",1,0.863181464759216
"33","ita","PSUD","3","4","0.6652","0.1939","3-4",13,0.941115562111113
"33","ita","PUD","3","5","0.5219","0.2043","3-4",13,0.925343918827884
"33","jpn","PSUD","7","11","0.785","0.1459","6-7",22,0.880375029576288
"33","jpn","PUD","4","6","0.5265","0.0957","3-4",22,0.887153092221876
"33","kor","PSUD","7","9","0.952","0.0917","6-7",1,0.686956862003411
"33","kor","PUD","7","2","0.9535","0.0887","6-7",1,0.676118128551659
"33","pol","PSUD","5","3","0.7252","0.2203","5",4,0.930452000710865
"33","pol","PUD","5","2","0.7779","0.2767","5",4,0.920900769235578
"33","por","PSUD","3","5","0.6123","0.1523","3-4",14,0.93665611730612
"33","por","PUD","3","6","0.4971","0.157","3-4",14,0.913373060023421
"33","rus","PSUD","5","3","0.6595","0.2577","5",6,0.929791287611267
"33","rus","PUD","3","4","0.516","0.2483","3-4",6,0.918606538306159
"33","spa","PSUD","5","4","0.6414","0.1927","5",14,0.934986172561358
"33","spa","PUD","3","4","0.5533","0.2189","3-4",14,0.916660345538539
"33","swe","PSUD","5","6","0.5062","0.1426","5",3,0.892054060585345
"33","swe","PUD","4","11","0.397","0.0232","3-4",3,0.880310534220242
"33","tha","PSUD","5","4","0.6475","0.1879","5",21,0.926773404015502
"33","tha","PUD","6","8","0.5695","0.2146","6-7",21,0.918713913984274
"33","tur","PSUD","5","2","0.7678","0.2632","5",1,0.910199656097942
"33","tur","PUD","5","2","0.7377","0.2623","5",1,0.902901894082707
"33","zho","PSUD","5","4","0.5383","0.1451","5",8,0.774375312363077
"33","zho","PUD","5","4","0.5093","0.163","5",8,0.805746688608896
"34","ara","PSUD","5","4","0.6622","0.1814","5",7,0.939158397777549
"34","ara","PUD","5","4","0.5969","0.2043","5",7,0.938882268631999
"34","ces","PSUD","5","3","0.6168","0.2744","5",3,0.922788200949357
"34","ces","PUD","5","3","0.568","0.2223","5",3,0.870428339173027
"34","deu","PSUD","3","5","0.5236","0.148","3-4",11,0.858230755496572
"34","deu","PUD","3","5","0.4676","0.1694","3-4",11,0.852580676373891
"34","eng","PSUD","5","4","0.6454","0.1562","5",6,0.899678693088402
"34","eng","PUD","3","5","0.5104","0.1592","3-4",6,0.879637508085784
"34","fra","PSUD","5","4","0.649","0.2029","5",11,0.94918105213102
"34","fra","PUD","4","6","0.5005","0.1526","3-4",11,0.931919057000776
"34","hin","PSUD","6","3","0.7086","0.1606","6-7",11,0.842843729481842
"34","hin","PUD","6","15","0.5665","0.1491","6-7",11,0.842792345841457
"34","ind","PSUD","5","3","0.765","0.1499","5",1,0.878419452887538
"34","ind","PUD","5","3","0.6842","0.198","5",1,0.900928792569659
"34","isl","PSUD","3","4","0.7166","0.1617","3-4",3,0.958870902416829
"34","isl","PUD","3","5","0.5409","0.2096","3-4",3,0.945769962386277
"34","ita","PSUD","4","5","0.6343","0.137","3-4",11,0.952633851102264
"34","ita","PUD","3","6","0.4914","0.1974","3-4",11,0.93488129574313
"34","jpn","PSUD","7","12","0.7063","0.1116","6-7",23,0.880005132704686
"34","jpn","PUD","4","7","0.5086","0.0614","3-4",23,0.895337010360133
"34","kor","PSUD","5","4","0.6406","0.1319","5",4,0.857327814029942
"34","kor","PUD","5","4","0.6256","0.1382","5",4,0.856799526366823
"34","pol","PSUD","3","5","0.5853","0.1804","3-4",2,0.930771673547158
"34","pol","PUD","3","6","0.4679","0.1753","3-4",2,0.90232294290714
"34","por","PSUD","3","4","0.6452","0.1874","3-4",19,0.933921348648354
"34","por","PUD","3","6","0.4779","0.17","3-4",19,0.910748657443129
"34","spa","PSUD","3","4","0.6586","0.1747","3-4",16,0.932077969487826
"34","spa","PUD","3","5","0.5102","0.1957","3-4",16,0.918338420077113
"34","swe","PSUD","5","4","0.6319","0.176","5",4,0.91164918452427
"34","swe","PUD","3","5","0.4998","0.166","3-4",4,0.88135788031309
"34","tha","PSUD","6","4","0.8432","0.2828","6-7",13,0.940107067203838
"34","tha","PUD","5","3","0.6674","0.24","5",13,0.935648858964932
"34","tur","PSUD","5","3","0.6115","0.2034","5",1,0.83987915407855
"34","tur","PUD","5","2","0.7266","0.2279","5",1,0.834862385321101
"34","zho","PSUD","5","4","0.5809","0.1509","5",10,0.839054925514243
"34","zho","PUD","5","4","0.5381","0.1762","5",10,0.868158200646949
"35","ara","PSUD","5","3","0.732","0.1891","5",5,0.915836384880103
"35","ara","PUD","5","3","0.683","0.1771","5",5,0.886541153246879
"35","ces","PSUD","3","3","0.6742","0.2034","3-4",5,0.901485606099921
"35","ces","PUD","3","4","0.5546","0.1761","3-4",5,0.880730118851116
"35","deu","PSUD","5","4","0.5371","0.1838","5",4,0.862471539300775
"35","deu","PUD","5","3","0.6154","0.1938","5",4,0.862248091582881
"35","eng","PSUD","4","7","0.5407","0.0506","3-4",6,0.936617367264655
"35","eng","PUD","4","8","0.4204","0.1224","3-4",6,0.912603554892118
"35","fra","PSUD","3","4","0.632","0.214","3-4",16,0.946211172641076
"35","fra","PUD","3","5","0.5001","0.1987","3-4",16,0.919484052524303
"35","hin","PSUD","7","4","0.7367","0.1491","6-7",17,0.852456136576179
"35","hin","PUD","7","5","0.5895","0.1373","6-7",17,0.843287364580131
"35","ind","PSUD","5","2","0.8207","0.3431","5",3,0.964781967501455
"35","ind","PUD","5","2","0.7648","0.336","5",3,0.963059639098853
"35","isl","PSUD","4","8","0.5295","0.001","3-4",4,0.954526823637118
"35","isl","PUD","3","4","0.5053","0.2689","3-4",4,0.93565372279864
"35","ita","PSUD","3","4","0.6425","0.2019","3-4",18,0.944690636035239
"35","ita","PUD","3","6","0.482","0.1769","3-4",18,0.923654897044555
"35","jpn","PSUD","7","13","0.6269","0.0998","6-7",19,0.876218525442856
"35","jpn","PUD","4","6","0.5211","0.0948","3-4",19,0.889027648654885
"35","kor","PSUD","5","3","0.7276","0.1387","5",4,0.820429263365131
"35","kor","PUD","5","4","0.6274","0.1221","5",4,0.825397033919657
"35","pol","PSUD","5","3","0.7224","0.2841","5",2,0.95381455399061
"35","pol","PUD","5","3","0.6055","0.2744","5",2,0.926568664092023
"35","por","PSUD","3","5","0.6454","0.1393","3-4",9,0.951971027461028
"35","por","PUD","3","7","0.4857","0.1471","3-4",9,0.935429221385123
"35","rus","PSUD","5","4","0.6184","0.2269","5",3,0.942154331888706
"35","rus","PUD","5","4","0.532","0.226","5",3,0.918887198029857
"35","spa","PSUD","3","4","0.6433","0.1951","3-4",13,0.939918819863348
"35","spa","PUD","3","5","0.4851","0.2177","3-4",13,0.921704741989089
"35","swe","PSUD","5","3","0.6034","0.2978","5",3,0.940864064689195
"35","swe","PUD","1","3","0.4748","0.2899","1",3,0.915871623836226
"35","tha","PSUD","5","4","0.6594","0.1878","5",9,0.945366244727422
"35","tha","PUD","5","5","0.5555","0.1796","5",9,0.941014665568884
"35","tur","PSUD","5","4","0.6185","0.1011","5",1,0.735632183908046
"35","tur","PUD","5","3","0.7306","0.1101","5",1,0.732558139534884
"35","zho","PSUD","5","5","0.5474","0.1149","5",5,0.826259920763395
"35","zho","PUD","5","5","0.516","0.1329","5",5,0.848121653416375
"36","ara","PSUD","5","4","0.6787","0.171","5",6,0.950824747598529
"36","ara","PUD","3","5","0.571","0.161","3-4",6,0.942787812230819
"36","ces","PSUD","3","6","0.5544","0.1555","3-4",5,0.9409376769143
"36","ces","PUD","3","8","0.4302","0.1481","3-4",5,0.914339104998317
"36","deu","PSUD","5","4","0.5094","0.2088","5",3,0.885858150192426
"36","deu","PUD","5","4","0.5009","0.1992","5",3,0.885006406911582
"36","eng","PSUD","5","5","0.5348","0.172","5",3,0.914755919715266
"36","eng","PUD","3","6","0.4542","0.1607","3-4",3,0.894851200641788
"36","fra","PSUD","3","4","0.658","0.1945","3-4",12,0.950195223650109
"36","fra","PUD","3","6","0.4867","0.1824","3-4",12,0.93471075561359
"36","hin","PSUD","7","4","0.7547","0.1331","6-7",10,0.843038960651698
"36","hin","PUD","6","5","0.5981","0.1377","6-7",10,0.856778608371476
"36","ind","PSUD","5","4","0.6967","0.147","5",3,0.931500099177142
"36","ind","PUD","3","5","0.5762","0.1576","3-4",3,0.934459876959196
"36","isl","PSUD","5","3","0.7097","0.2994","5",3,0.972247092125378
"36","isl","PUD","5","3","0.5617","0.315","5",3,0.953647691945634
"36","ita","PSUD","3","5","0.6222","0.169","3-4",4,0.963029281581468
"36","ita","PUD","3","6","0.4765","0.2053","3-4",4,0.940053256990728
"36","jpn","PSUD","7","7","0.7119","0.1158","6-7",11,0.901286823680503
"36","jpn","PUD","4","7","0.5137","0.0706","3-4",11,0.911674165416038
"36","kor","PSUD","5","4","0.6635","0.1117","5",1,0.841255747752693
"36","kor","PUD","5","5","0.5566","0.111","5",1,0.836808851487895
"36","pol","PSUD","5","6","0.5666","0.0938","5",1,0.887298848569903
"36","pol","PUD","5","6","0.523","0.1126","5",1,0.875899392176806
"36","por","PSUD","3","4","0.6645","0.172","3-4",12,0.936954125305589
"36","por","PUD","3","6","0.4809","0.1739","3-4",12,0.92106848980836
"36","rus","PSUD","5","5","0.5312","0.2525","5",2,0.946122846026843
"36","rus","PUD","5","4","0.5091","0.2584","5",2,0.925981235876332
"36","spa","PSUD","3","4","0.6771","0.1713","3-4",12,0.946514031578697
"36","spa","PUD","3","6","0.4933","0.1695","3-4",12,0.928145050467919
"36","swe","PSUD","5","6","0.5652","0.1047","5",2,0.90347441519031
"36","swe","PUD","3","5","0.4963","0.1549","3-4",2,0.866924537902516
"36","tha","PSUD","5","3","0.7539","0.1739","5",13,0.908148945450288
"36","tha","PUD","6","18","0.6025","0.1677","6-7",13,0.904412454484319
"36","tur","PSUD","5","5","0.5704","0.1018","5",1,0.847080771936263
"36","tur","PUD","5","5","0.5717","0.1003","5",1,0.844300422335104
"36","zho","PSUD","5","2","0.8167","0.2016","5",3,0.851035600105405
"36","zho","PUD","5","4","0.538","0.168","5",3,0.865338016031092
"37","ara","PSUD","5","3","0.722","0.2234","5",6,0.947180470311494
"37","ara","PUD","5","4","0.6103","0.18","5",6,0.932925198170337
"37","ces","PSUD","1","5","0.5251","0.2725","1",1,0.949367088607595
"37","ces","PUD","1","2","0.4512","0.3492","1",1,0.9296875
"37","deu","PSUD","5","3","0.5845","0.2158","5",4,0.864313117124778
"37","deu","PUD","6","12","0.5399","0.2081","6-7",4,0.854667514157424
"37","eng","PSUD","3","7","0.4859","0.139","3-4",4,0.923056037248981
